A23.8,Bệnh do Brucella khác,Mã nhánh,A23,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Brucella,0.0
A23.9,"Bệnh do Brucella, không xác định",Mã nhánh,A23,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Brucella,0.0
A24,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,Mã,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A24.0,Bệnh do Burkholderia mallei,Mã nhánh,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A24.1,Bệnh do Burkholderia Pseudomallei cấp tính và tối cấp,Mã nhánh,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A24.2,Bệnh do Burkholderia Pseudomallei bán cấp và mạn tính,Mã nhánh,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A24.3,Bệnh do Burkholderia Pseudomallei khác,Mã nhánh,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A24.4,"Bệnh do Burkholderia pseudomallei [bệnh Whitmore], không đặc hiệu",Mã nhánh,A24,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Burkholderia mallei và bệnh do Burkholderia pseudomallei,0.0
A25,Sốt do chuột cắn,Mã,A25,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Sốt do chuột cắn,0.0
A25.0,Bệnh do spirilla,Mã nhánh,A25,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Sốt do chuột cắn,0.0
A25.1,Bệnh do Streptobacilla,Mã nhánh,A25,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Sốt do chuột cắn,0.0
A25.9,Sốt do chuột cắn không xác định,Mã nhánh,A25,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Sốt do chuột cắn,0.0
A26,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,Mã,A26,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,0.0
A26.0,Bệnh viêm quầng đỏ ở da do Erysipelothrix,Mã nhánh,A26,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,0.0
A26.7,Nhiễm khuẩn huyết do Erysipelothrix,Mã nhánh,A26,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,0.0
A26.8,Thể khác của viêm quầng đỏ do Erysipelothrix,Mã nhánh,A26,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,0.0
A26.9,"Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae, không đặc hiệu",Mã nhánh,A26,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh viêm quầng đỏ do Erysipelothrix rhusiopathiae,0.0
A27,Bệnh do Leptospira,Mã,A27,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Leptospira,0.0
A27.0,Bệnh do Leptospira gây vàng da xuất huyết,Mã nhánh,A27,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Leptospira,0.0
A27.8,Thể khác của nhiễm Leptospira,Mã nhánh,A27,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Leptospira,0.0
A27.9,"Nhiễm Leptospira, không đặc hiệu",Mã nhánh,A27,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Leptospira,0.0
A28,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",Mã,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A28.0,Bệnh tụ huyết trùng do Pasteurella,Mã nhánh,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A28.1,Bệnh mèo cào,Mã nhánh,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A28.2,Nhiễm Yersinia ngoài ruột,Mã nhánh,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A28.8,"Bệnh nhiễm trùng do động vật truyền sang người khác, không phân loại nơi khác",Mã nhánh,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A28.9,"Bệnh nhiễm trùng do động vật truyền sang người, không xác định",Mã nhánh,A28,Bệnh nhiễm khuẩn do động vật truyền sang người,Bệnh nhiễm trùng và ký sinh trùng,"Bệnh nhiễm trùng khác do động vật truyền sang người, không phân loại nơi khác",0.0
A30,Bệnh phong [bệnh Hansen],Mã,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.0,Bệnh phong thể bất định,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.1,Bệnh phong thể củ,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.2,Bệnh phong thể củ trung gian,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.3,Bệnh phong thể trung gian,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.4,Bệnh phong thể u trung gian,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.5,Bệnh phong thể u,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.8,Thể khác của bệnh phong,Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A30.9,"Bệnh phong, không xác định",Mã nhánh,A30,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh phong [bệnh Hansen],0.0
A31,Nhiễm khuẩn do Mycobacteria khác,Mã,A31,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Mycobacteria khác,0.0
A31.0,Nhiễm khuẩn phổi do Mycobacteria,Mã nhánh,A31,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Mycobacteria khác,0.0
A31.1,Nhiễm khuẩn da do Mycobacteria,Mã nhánh,A31,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Mycobacteria khác,0.0
A31.8,Nhiễm khuẩn Mycobacteria khác,Mã nhánh,A31,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Mycobacteria khác,0.0
A31.9,"Nhiễm khuẩn do Mycobacteria, không đặc hiệu",Mã nhánh,A31,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Mycobacteria khác,0.0
A32,Nhiễm khuẩn do Listeria monocytogenes,Mã,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A32.0,Nhiễm khuẩn da do Listeria,Mã nhánh,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A32.1†,Viêm màng não và viêm não màng não do Listeria,Mã nhánh,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A32.7,Nhiễm khuẩn huyết do Listeria,Mã nhánh,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A32.8,Thể khác của nhiễm trùng Listeria,Mã nhánh,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A32.9,"Bệnh do Listeria, không đặc hiệu",Mã nhánh,A32,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn do Listeria monocytogenes,0.0
A33,Bệnh uốn ván sơ sinh,Mã,A33,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh uốn ván sơ sinh,0.0
A34,Bệnh uốn ván sản khoa,Mã,A34,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh uốn ván sản khoa,0.0
A35,Bệnh uốn ván khác,Mã,A35,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh uốn ván khác,0.0
A36,Bệnh bạch hầu,Mã,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.0,Bệnh bạch hầu họng,Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.1,Bệnh bạch hầu thể mũi họng,Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.2,Bệnh bạch hầu thanh quản,Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.3,Bệnh bạch hầu da,Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.8,Bệnh bạch hầu khác,Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A36.9,"Bệnh bạch hầu, không đặc hiệu",Mã nhánh,A36,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh bạch hầu,0.0
A37,Bệnh ho gà,Mã,A37,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh ho gà,0.0
A37.0,Bệnh ho gà do Bordetella pertussis,Mã nhánh,A37,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh ho gà,0.0
A37.1,Bệnh ho gà do Bordetella parapertussis,Mã nhánh,A37,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh ho gà,0.0
A37.8,Bệnh ho gà do Bordetella khác,Mã nhánh,A37,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh ho gà,0.0
A37.9,"Bệnh ho gà, không đặc hiệu",Mã nhánh,A37,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh ho gà,0.0
A38,Bệnh tinh hồng nhiệt,Mã,A38,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh tinh hồng nhiệt,0.0
A39,Nhiễm trùng do não mô cầu,Mã,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.0†,Viêm màng não do não mô cầu (G01*),Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.1†,Hội chứng Waterhouse- Friderichsen (E35.1*),Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.2,Nhiễm khuẩn huyết não mô cầu cấp tính,Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.3,Nhiễm khuẩn huyết não mô cầu mạn tính,Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.4,"Nhiễm khuẩn huyết não mô cầu, không đặc hiệu",Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.5†,Bệnh tim do não mô cầu,Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.8,Nhiễm não mô cầu khác,Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A39.9,"Nhiễm não mô cầu, không đặc hiệu",Mã nhánh,A39,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm trùng do não mô cầu,0.0
A40,Nhiễm khuẩn huyết do liên cầu,Mã,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.0,"Nhiễm khuẩn huyết do liên cầu, nhóm A",Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.1,"Nhiễm khuẩn huyết do liên cầu, nhóm B",Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.2,"Nhiễm khuẩn huyết do liên cầu, nhóm D và Enterococcus",Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.3,Nhiễm khuẩn huyết do phế cầu,Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.8,Nhiễm khuẩn huyết do liên cầu khác,Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A40.9,"Nhiễm khuẩn huyết do liên cầu, không đặc hiệu",Mã nhánh,A40,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết do liên cầu,0.0
A41,Nhiễm khuẩn huyết khác,Mã,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.0,Nhiễm khuẩn huyết do tụ cầu vàng,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.1,Nhiễm khuẩn huyết do tụ cầu xác định khác,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.2,Nhiễm khuẩn huyết do tụ cầu không đặc hiệu,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.3,Nhiễm khuẩn huyết do Haemophilus influenzae,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.4,Nhiễm khuẩn huyết do vi khuẩn kỵ khí,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.5,Nhiễm khuẩn huyết do vi khuẩn Gram âm khác,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.8,Nhiễm khuẩn huyết đặc hiệu khác,Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A41.9,"Nhiễm khuẩn huyết, không đặc hiệu",Mã nhánh,A41,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Nhiễm khuẩn huyết khác,0.0
A42,Bệnh do nhiễm nấm Actinomyces,Mã,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.0,Bệnh do nhiễm nấm Actinomyces ở phổi,Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.1,Bệnh do nhiễm nấm Actinomyces ở bụng,Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.2,Bệnh do nhiễm nấm Actinomyces ở mặt- cổ,Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.7,Nhiễm trùng huyết do nhiễm nấm Actinomyces,Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.8,Thể khác của nhiễm nấm Actinomyces,Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A42.9,"Bệnh do nhiễm nấm Actinomyces, không đặc hiệu",Mã nhánh,A42,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do nhiễm nấm Actinomyces,0.0
A43,Bệnh do Nocardia,Mã,A43,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Nocardia,0.0
A43.0,Bệnh do Nocardia ở phổi,Mã nhánh,A43,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Nocardia,0.0
A43.1,Bệnh do Nocardia ở da,Mã nhánh,A43,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Nocardia,0.0
A43.8,Thể khác của bệnh Nocardia,Mã nhánh,A43,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Nocardia,0.0
A43.9,"Bệnh do Nocardia, không đặc hiệu",Mã nhánh,A43,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Nocardia,0.0
A44,Bệnh do Bartonella,Mã,A44,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Bartonella,0.0
A44.0,Bệnh do Bartonella toàn thân,Mã nhánh,A44,Bệnh nhiễm khuẩn khác,Bệnh nhiễm trùng và ký sinh trùng,Bệnh do Bartonella,0.0
